"CAJERO"|"GCC"|"ENTIDAD"|"OFICINA"|"NOMBRE_CALLE"|"NUMERO"|"COD_POSTAL"|"POBLACION"|"PROVINCIA"|"latitud"|"longitud"|"LIBRETA"|"INGRESO"|"RECIBOS"|"CONTACTLESS"|"TRANS"|"EXTRAER"|"CON_SALDO"|"COSTE_EXTRACCION"|"EXCEPCIONES"
"05157"|0|"3001"|8|"Cl Beata Joaquina"|9|"06220"|"Villafranca de los Barros"|"BADAJOZ"|38.5618403|-6.3385216|1|0|1|1|1|1|1|0.65|4
"05158"|0|"3001"|9|"Avda. Extremadura"|22|"06209"|"Solana de los Barros"|"BADAJOZ"|38.7257714|-6.5379057|1|0|1|1|1|1|1|0.65|4
"05159"|0|"3001"|10|"Cl Extremadura"|10|"06380"|"Jerez de los Caballeros"|"BADAJOZ"|38.3230368|-6.7720516|1|0|1|1|1|1|1|0.65|4
"05160"|0|"3001"|11|"Cl Hernán Cortés"|5|"06475"|"Oliva de Mérida"|"BADAJOZ"|38.7920838|-6.1249436|1|0|1|1|1|1|1|0.65|4
"05161"|0|"3001"|12|"Avda. de la Paz"|33|"06200"|"Almendralejo"|"BADAJOZ"|38.6804608|-6.4109544|1|0|1|0|1|1|1|0.65|4
"05162"|0|"3001"|14|"Cl Hernán Cortés"|37|"06228"|"Hornachos"|"BADAJOZ"|38.5558379|-6.0703612|1|0|1|1|1|1|1|0.65|4
"05163"|0|"3001"|15|"Cl Los Molinos"|3|"06360"|"Fuente del Maestre"|"BADAJOZ"|38.5255975|-6.448058|1|0|1|1|1|1|1|0.65|4
"05164"|0|"3001"|16|"Plaza de España"|9|"06300"|"Zafra"|"BADAJOZ"|38.4235069|-6.4164842|0|0|0|0|0|1|1|0.65|4
"05165"|0|"3001"|17|"Cl Ronda del Pilar"|5|"06002"|"Badajoz"|"BADAJOZ"|38.8752115|-6.9718629|1|0|1|1|1|1|1|0.65|4
"05167"|0|"3001"|19|"Avda. de las Palmeras"|11|"06120"|"Oliva de la Frontera"|"BADAJOZ"|38.2764941|-6.918479|1|0|1|1|1|1|1|0.65|4
"05168"|0|"3001"|20|"Avda. De La Constitución"|14|"06230"|"Los Santos Maimona"|"BADAJOZ"|38.4481442|-6.3793289|1|0|1|1|1|1|1|0.65|4
"05169"|0|"3001"|21|"Cl Los Benitez"|15|"06460"|"Campanario"|"BADAJOZ"|38.8628336|-5.6186297|1|0|1|1|1|1|1|0.65|4
"05170"|0|"3001"|22|"Cl Pilarito"|2|"06340"|"Fregenal de la Sierra"|"BADAJOZ"|38.1682377|-6.6531182|1|0|1|1|1|1|1|0.65|4
"05171"|0|"3001"|23|"Pza. de las Palmeras"|8|"06150"|"Santa Marta Barros"|"BADAJOZ"|38.6154977|-6.6259963|1|0|1|1|1|1|1|0.65|4
"05172"|0|"3001"|24|"Cl Calvario"|7|"06129"|"Zahínos"|"BADAJOZ"|38.3280109|-6.9538318|1|0|1|1|1|1|1|0.65|4
"05173"|0|"3001"|25|"Cl Hernán Cortés"|72|"06700"|"Villanueva de la Serena"|"BADAJOZ"|38.9732148|-5.7927776|1|0|1|1|1|1|1|0.65|4
"05174"|0|"3001"|26|"Plaza de España"|0|"06270"|"Segura de León"|"BADAJOZ"|38.1209057|-6.5298202|1|0|1|1|1|1|1|0.65|4
"05175"|0|"3001"|27|"Cl. Ortega y Muñoz"|17|"06200"|"Almendralejo"|"BADAJOZ"|38.67981|-6.3988993|1|0|1|1|1|1|1|0.65|4
"05176"|0|"3001"|28|"Cl Amparo"|5|"06430"|"Zalamea de la Serena"|"BADAJOZ"|38.6527516|-5.6601569|1|0|1|1|1|1|1|0.65|4
"05177"|0|"3001"|29|"Cl El Santo"|5|"06427"|"Monterrubio de la Serena"|"BADAJOZ"|38.5879645|-5.4462138|1|0|1|1|1|1|1|0.65|4
"05178"|0|"3001"|30|"Pza. de España"|10|"06100"|"Olivenza"|"BADAJOZ"|38.6833005|-7.1002553|1|0|1|1|1|1|1|0.65|4
"05179"|0|"3001"|31|"Cl Clavijo"|9|"06480"|"Montijo"|"BADAJOZ"|38.9093775|-6.6165863|1|0|1|1|1|1|1|0.65|4
"05180"|0|"3001"|37|"Pz.- San Antonio"|0|"06200"|"Almendralejo"|"BADAJOZ"|38.685322|-6.4047|1|0|1|0|1|1|1|0.65|4
"05181"|0|"3001"|38|"Avda. de Extremadura"|222|"06260"|"Monesterio"|"BADAJOZ"|38.0888179|-6.2727603|1|0|1|1|1|1|1|0.65|4
"05182"|0|"3001"|39|"Paseo de Extremadura"|7|"06720"|"Valdivia"|"BADAJOZ"|39.0348067|-5.7110189|1|0|1|1|1|1|1|0.65|4
"05183"|0|"3001"|41|"Avda. Sinforiano Madroñero"|24|"06010"|"Badajoz"|"BADAJOZ"|38.8694151|-6.9877124|1|0|1|1|1|1|1|0.65|4
"05184"|0|"3001"|42|"Cl Romero Leal"|2|"06800"|"Mérida"|"BADAJOZ"|38.9156045|-6.3459863|1|0|1|1|1|1|1|0.65|4
"05185"|0|"3001"|44|"Cl Gabriel y Galán"|1|"06420"|"Castuera"|"BADAJOZ"|38.7202135|-5.5466981|1|0|1|1|1|1|1|0.65|4
"05187"|0|"3001"|34|"Av. Extremadura"|16|"06140"|"Talavera la Real"|"BADAJOZ"|38.8799305|-6.7732426|1|0|1|1|1|1|1|0.65|4
"05188"|0|"3001"|32|"Pz de la Constitución"|10|"06350"|"Higuera la Real"|"BADAJOZ"|38.1421452|-6.6886576|1|0|1|1|1|1|1|0.65|4
"05189"|0|"3001"|35|"Cl Aurelio Cabrera"|4|"06510"|"Alburquerque"|"BADAJOZ"|39.2194607|-7.0015568|1|0|1|1|1|1|1|0.65|4
"05190"|0|"3001"|36|"Avda. de Guadalupe"|20|"06500"|"San Vicente Alcántara"|"BADAJOZ"|39.3617303|-7.1373297|1|0|1|1|1|1|1|0.65|4
"05191"|0|"3001"|5|"Av. de Extremadura"|27|"06196"|"Corte de Peleas"|"BADAJOZ"|38.7255015|-6.6701717|1|0|1|1|1|1|1|0.65|4
"05193"|0|"3001"|45|"Pl. Antonio Asensio Romero"|0|"06130"|"Valverde de Leganés"|"BADAJOZ"|38.6713735|-6.9817274|1|0|1|1|1|1|1|0.65|4
"05194"|0|"3001"|46|"Av. Ricardo Carapeto"|68|"06008"|"Badajoz"|"BADAJOZ"|38.8788622|-6.9576242|1|0|1|1|1|1|1|0.65|4
"05195"|0|"3001"|47|"C/ Ramón y Cajal"|6|"10100"|"Miajadas"|"CÁCERES"|39.1510357|-5.9078118|1|0|1|1|1|1|1|0.65|4
"05196"|0|"3001"|48|"Plaza de la Fuente"|2|"06600"|"Cabeza del Buey"|"BADAJOZ"|38.7214953|-5.219401|1|0|1|1|1|1|1|0.65|4
"05198"|0|"3001"|49|"Derecha"|50|"06498"|"Lobón"|"BADAJOZ"|38.8495456|-6.6240569|1|0|1|1|1|1|1|0.65|4
"05199"|0|"3001"|13|"Valencia"|3|"06320"|"Medina de las Torres"|"BADAJOZ"|38.3412437|-6.4138076|1|0|1|1|1|1|1|0.65|4
"05200"|0|"3001"|50|"Pz Polavieja"|0|"10800"|"Cória"|"CÁCERES"|39.9840337|-6.5346114|1|0|1|1|1|1|1|0.65|4
"05201"|0|"3001"|51|"Av. Carolina Coronado"|8|"06007"|"Badajoz"|"BADAJOZ"|38.8864871|-6.9807537|1|0|1|1|1|1|1|0.65|4
"05203"|0|"3001"|37|"Carretera  Almendralejo"|NA|"06200"|"Almendralejo"|"BADAJOZ"|38.6558901|-6.3778526|0|0|0|0|0|1|1|0.65|4
"05206"|0|"3001"|54|"Avda. Ciudad de Plasencia"|1|"10680"|"Malpartida de Plasencia"|"PLASENCIA"|39.9781892|-6.0463905|1|0|1|1|1|1|1|0.65|4
"05207"|0|"3001"|55|"Avd. Gran Capitán"|40|"14008"|"Córdoba"|"CÓRDOBA"|37.8896242|-4.7827483|1|0|1|0|0|1|1|0.65|4
"05208"|0|"3001"|43|"Avda. España"|13|"10002"|"Cáceres"|"CÁCERES"|39.4713819|-6.3770055|1|0|1|1|1|1|1|0.65|4
"05209"|0|"3001"|56|"Pozo"|7|"06919"|"Peraleda del Zaucejo"|"BADAJOZ"|38.4740518|-5.5657662|1|0|1|1|1|1|1|0.65|4
"05210"|0|"3001"|57|"Pz España"|4|"06131"|"Alconchel"|"BADAJOZ"|38.5165824|-7.0709118|1|0|1|1|1|1|1|0.65|4
"05211"|0|"3001"|58|"Cl Zuñiga Rodríguez"|11|"37700"|"Béjar"|"SALAMANCA"|40.385187|-5.762838|1|0|1|1|1|1|1|0.65|4
"05212"|0|"3001"|59|"Av Juan Carlos I"|34|"06800"|"Mérida"|"BADAJOZ"|38.9218215|-6.3313659|1|0|1|1|1|1|1|0.65|4
"05214"|0|"3001"|63|"Av. Constitución"|34|"06760"|"Navalvillar de Pela"|"BADAJOZ"|39.0905035|-5.4674099|1|0|1|1|1|1|1|0.65|4
"05215"|0|"3001"|64|"Cl Real"|19|"06240"|"Fuente De Cantos"|"BADAJOZ"|38.2474168|-6.3005136|1|0|1|0|1|1|1|0.65|4
"05216"|0|"3001"|66|"Plz. de España"|13|"06900"|"Llerena"|"BADAJOZ"|38.2377586|-6.0153125|1|0|1|1|1|1|1|0.65|4
"05217"|0|"3001"|61|"Pz Alonso Mendoza"|13|"06870"|"La Garrivilla"|"BADAJOZ"|38.9206331|-6.4765709|1|0|1|1|1|1|1|0.65|4
"05218"|0|"3001"|62|"Pz. De España"|11|"10110"|"Madrigalejo"|"CÁCERES"|39.1392866|-5.6276962|1|0|1|1|1|1|1|0.65|4
"05219"|0|"3001"|65|"Ps. De San Francisco"|14|"10500"|"Valencia De Alcantara"|"CÁCERES"|39.4106947|-7.2432321|1|0|1|1|1|1|1|0.65|4
"05220"|0|"3001"|67|"Pz. De España"|10|"10120"|"Logrosán"|"CÁCERES"|39.3371052|-5.4925844|1|0|1|1|1|1|1|0.65|4
"05221"|0|"3001"|43|"Pz. Obispo Galarza"|0|"10004"|"Caceres"|"CÁCERES"|39.475274|-6.373465|0|0|0|0|0|1|1|0.65|4
"05222"|0|"3001"|69|"Cl. Larga Alta"|54|"10190"|"Casar De Cáceres"|"CÁCERES"|39.5598948|-6.4166587|1|0|1|1|1|1|1|0.65|4
"05223"|0|"3001"|70|"Avd. Constitución"|92|"06640"|"Talarrubias"|"BADAJOZ"|39.0361254|-5.2352966|1|0|1|1|1|1|1|0.65|4
"05224"|0|"3001"|71|"Cardenal Ilundain"|4|"41013"|"Sevilla"|"SEVILLA"|37.3637504|-5.9836064|1|0|1|1|1|1|1|0.65|4
"05225"|0|"3001"|40|"Avda. de la Constitución"|14|"06293"|"Cabeza la Vaca"|"BADAJOZ"|38.0872589|-6.4227609|1|0|1|1|1|1|1|0.65|4
"05226"|0|"3001"|72|"Carreras"|87|"06670"|"Herrera del Duque"|"BADAJOZ"|39.1688943|-5.0512955|1|0|1|1|1|1|1|0.65|4
"05227"|0|"3001"|73|"Cl Ruiz de la Serna"|3|"06630"|"Puebla de Alcocer"|"BADAJOZ"|38.9863029|-5.2567851|1|0|1|1|1|1|1|0.65|4
"05228"|0|"3001"|74|"Pz de España"|12|"06650"|"Siruela"|"BADAJOZ"|38.9760759|-5.0501337|1|0|1|1|1|1|1|0.65|4
"05229"|0|"3001"|60|"Cl Jesús Nazareno"|4|"21001"|"Huelva"|"HUELVA"|37.257209|-6.954695|1|0|1|1|1|1|1|0.65|4
"05230"|0|"3001"|68|"Avd. Virgen de Guadalupe"|29|"10001"|"Cáceres"|"CÁCERES"|39.4698162|-6.3827115|1|0|1|1|1|1|1|0.65|4
"05231"|0|"3001"|77|"Cl Donoso Cortés"|47|"10890"|"Valverde Del Fresno"|"CÁCERES"|40.2181115|-6.8766438|1|0|1|1|1|1|1|0.65|4
"05232"|0|"3001"|75|"Av de Andalucia"|15|"14550"|"Montilla"|"CÓRDOBA"|37.58297|-4.643383|1|0|1|1|1|1|1|0.65|4
"05233"|0|"3001"|76|"Cl Mayor"|16|"10810"|"Montehermoso"|"CÁCERES"|40.08886|-6.348807|1|0|1|1|1|1|1|0.65|4
"05234"|0|"3001"|78|"Pz. España"|23|"06410"|"Santa Amalia"|"BADAJOZ"|39.01175|-6.012559|1|0|1|1|1|1|1|0.65|4
"05235"|0|"3001"|6|"Cl Encomienda"|9|"06476"|"Palomas"|"BADAJOZ"|38.69279|-6.132749|1|0|1|1|1|1|1|0.65|4
"05236"|0|"3001"|79|"Plaza Jardincillo"|5|"10300"|"Navalmoral de la Mata"|"CÁCERES"|39.891611|-5.542158|1|0|1|1|1|1|1|0.65|4
"05237"|0|"3001"|80|"Plaza Constitución"|2|"06004"|"Badajoz"|"BADAJOZ"|38.87346|-6.9732|1|0|1|1|1|1|1|0.65|4
"05238"|0|"3001"|52|"Plaza Del Cristo"|8|"06920"|"Azuaga"|"BADAJOZ"|38.259493|-5.676799|1|0|1|1|1|1|1|0.65|4
"05239"|0|"3001"|18|"Cl Arroyazo"|0|"06400"|"Don Benito"|"BADAJOZ"|38.954498|-5.862291|1|0|1|1|1|1|1|0.65|4
"05240"|0|"3001"|53|"Avda. Alfonso VIII"|0|"10600"|"Plasencia"|"CÁCERES"|40.030168|-6.086623|1|0|1|1|1|1|1|0.65|4
"05241"|0|"3001"|16|"Avda. López Asme"|34|"06300"|"Zafra"|"BADAJOZ"|38.424672|-6.412686|1|0|1|1|1|1|1|0.65|4
"05242"|0|"3001"|53|"Paseo de los Naranjos"|83|"10614"|"Valdastillas"|"CÁCERES"|40.13125|-5.8805393|1|1|0|0|1|1|1|0.65|4
"05243"|0|"3001"|5|"Av. Solana"|NA|"06196"|"Aldea de Retamar"|"BADAJOZ"|38.7369415|-6.629494|0|0|0|0|0|1|1|0.65|4
"05244"|0|"3001"|78|"Cl San Martín"|1|"06410"|"Torrefresneda"|"BADAJOZ"|39.01175|-6.012559|0|0|0|0|0|1|1|0.65|4
"05245"|0|"3001"|68|"Pz. de España"|0|"10164"|"Valdesalor"|"CÁCERES"|39.469816|-6.382711|0|0|0|0|0|1|1|0.65|4
"05246"|0|"3001"|16|"Cl Principal Stand de Cajalmendralejo"|0|"06300"|"Zafra"|"BADAJOZ"|38.42253|-6.415722|0|0|0|0|0|1|1|0.65|4
"05247"|0|"3001"|81|"Av.Cristo de la salud"|2|"10630"|"Pinofranqueado"|"CÁCERES"|40.3020082|-6.3321012|1|0|1|1|1|1|1|0.65|4
"05248"|0|"3001"|41|"Calle Gómez de Solís"|1|"06001"|"Badajoz"|"BADAJOZ"|38.8787967|-6.9773589|0|0|0|0|0|1|1|0.65|4
"05249"|0|"3001"|33|"Cl San Jose"|15|"06810"|"Calamonte"|"BADAJOZ"|38.888584|-6.385229|1|0|1|1|1|1|1|0.65|4
"05250"|0|"3001"|38|"Plaza España"|0|"06292"|"Calera de León"|"BADAJOZ"|38.106254|-6.337956|1|0|1|1|1|1|1|0.65|4
"11874"|0|"3005"|NA|"DOCTOR GADEA,8"|NA|"03001"|"ALICANTE"|"ALICANTE"|38.34197|-0.487351|0|0|0|0|0|1|1|0.65|0
"11875"|0|"3005"|NA|"CONSTITUCION,14"|NA|"03002"|"ALICANTE"|"ALICANTE"|38.347281|-0.485631|0|0|0|0|0|1|1|0.65|0
"11876"|0|"3005"|NA|"Av Maisonnave, 53"|NA|"03003"|"ALICANTE"|"ALICANTE"|38.33794|-0.491533|0|0|0|0|0|1|1|0.65|0
"11877"|0|"3005"|NA|"Alcalde Lorenzo Carbonell, 0"|NA|"03007"|"ALICANTE"|"ALICANTE"|38.3378672|-0.5235777|0|0|0|0|0|1|1|0.65|0
"11878"|0|"3005"|NA|"SAN MATEO, 6"|NA|"03013"|"ALICANTE"|"ALICANTE"|38.35615|-0.479601|0|0|0|0|0|1|1|0.65|0
"11879"|0|"3005"|NA|"MUELLE,13"|NA|"03130"|"SANTA POLA"|"ALICANTE"|38.191348|-0.555785|0|0|0|0|0|1|1|0.65|0
"11880"|0|"3005"|NA|"SAN JOSE,2"|NA|"03140"|"GUARDAMAR DEL SEGURA"|"ALICANTE"|38.090372|-0.65411|0|0|0|0|0|1|1|0.65|0
"11881"|0|"3005"|NA|"Nacional 332, Km 73.4, 73"|NA|"03140"|"GUARDAMAR DEL SEGURA"|"ALICANTE"|38.085146|-0.651282|0|0|0|0|0|1|1|0.65|0
"11882"|0|"3005"|NA|"ALCALDE JOSE RODRIGUEZ,0"|NA|"03150"|"DOLORES"|"ALICANTE"|38.141016|-0.768282|0|0|0|0|0|1|1|0.65|0
"11883"|0|"3005"|NA|"CONSTITUCION,3"|NA|"03158"|"CATRAL"|"ALICANTE"|38.160742|-0.801276|0|0|0|0|0|1|1|0.65|0
"11884"|0|"3005"|NA|"ROSARIO, 1"|NA|"03160"|"ALMORADI"|"ALICANTE"|38.108881|-0.790698|0|0|0|0|0|1|1|0.65|0
"11885"|0|"3005"|NA|"Los Montesinos Algorfa,3"|NA|"03169"|"ALGORFA"|"ALICANTE"|38.065723|-0.790959|0|0|0|0|0|1|1|0.65|0
"11886"|0|"3005"|NA|"M.MAR RODRIGUEZ, 11"|NA|"03169"|"ALGORFA"|"ALICANTE"|38.087614|-0.795087|0|0|0|0|0|1|1|0.65|0
"11887"|0|"3005"|NA|"VEGA BAJA, 5"|NA|"03170"|"ROJALES"|"ALICANTE"|38.088315|-0.724309|0|0|0|0|0|1|1|0.65|0
"11888"|0|"3005"|NA|"SOL, 2"|NA|"03178"|"BENIJOFAR"|"ALICANTE"|38.08019|-0.738128|0|0|0|0|0|1|1|0.65|0
"11889"|0|"3005"|NA|"DE LA IGLESIA, 2"|NA|"03178"|"HURCHILLO"|"ALICANTE"|38.058981|-0.92283|0|0|0|0|0|1|1|0.65|0
"11890"|0|"3005"|NA|"JOSE ANTONIO,35"|NA|"03179"|"FORMENTERA DEL SEGURA"|"ALICANTE"|38.087354|-0.749153|0|0|0|0|0|1|1|0.65|0
"11891"|0|"3005"|NA|"ZOA, 19"|NA|"03180"|"TORREVIEJA"|"ALICANTE"|37.976501|-0.677209|0|0|0|0|0|1|1|0.65|0
"11892"|0|"3005"|NA|"Rosa Mazón Valero, 0"|NA|"03180"|"TORREVIEJA"|"ALICANTE"|37.9909575|-0.6864915|0|0|0|0|0|1|1|0.65|0
"11893"|0|"3005"|NA|"Crevillente, km 34.4,34"|NA|"03180"|"TORREVIEJA"|"ALICANTE"|37.9909575|-0.6864915|0|0|0|0|0|1|1|0.65|0
"11894"|0|"3005"|NA|"Ctra CV 905,0"|NA|"03180"|"TORREVIEJA"|"ALICANTE"|37.977563|-0.6844152|0|0|0|0|0|1|1|0.65|0
"11895"|0|"3005"|NA|"AZORIN,11"|NA|"03180"|"TORREVIEJA"|"ALICANTE"|37.977033|-0.681803|0|0|0|0|0|1|1|0.65|0
"11896"|0|"3005"|NA|"Orihuela,75"|NA|"03180"|"TORREVIEJA"|"ALICANTE"|37.965333|-0.73272|0|0|0|0|0|1|1|0.65|0
"11897"|0|"3005"|NA|"SAN PASCUAL, 221"|NA|"03180"|"TORREVIEJA"|"ALICANTE"|37.980353|-0.679106|0|0|0|0|0|1|1|0.65|0
"11898"|0|"3005"|NA|"AZORIN,11"|NA|"03181"|"TORREVIEJA"|"ALICANTE"|37.977033|-0.681803|0|0|0|0|0|1|1|0.65|0
"11899"|0|"3005"|NA|"DEL MAR, 36"|NA|"03187"|"LOS MONTESINOS"|"ALICANTE"|38.028045|-0.743025|0|0|0|0|0|1|1|0.65|0
"11900"|0|"3005"|NA|"Jade,2"|NA|"03189"|"ORIHUELA COSTA"|"ALICANTE"|37.923014|-0.762788|0|0|0|0|0|1|1|0.65|0
"11901"|0|"3005"|NA|"Jade,2"|NA|"03189"|"ORIHUELA COSTA"|"ALICANTE"|37.929461|-0.734396|0|0|0|0|0|1|1|0.65|0
"11902"|0|"3005"|NA|"Santa Alodia,2"|NA|"03189"|"ORIHUELA COSTA"|"ALICANTE"|37.923014|-0.762788|0|0|0|0|0|1|1|0.65|0
"11903"|0|"3005"|NA|"LA ZENIA BOULEVARD,0"|NA|"03189"|"ORIHUELA COSTA"|"ALICANTE"|37.923014|-0.762788|0|0|0|0|0|1|1|0.65|0
"11904"|0|"3005"|NA|"MAYOR, 20"|NA|"03190"|"PILAR HORADADA"|"ALICANTE"|37.864861|-0.791892|0|0|0|0|0|1|1|0.65|0
"11905"|0|"3005"|NA|"ALEGRIA, 40"|NA|"03194"|"LA MARINA"|"ALICANTE"|38.146239|-0.645445|0|0|0|0|0|1|1|0.65|0
"11906"|0|"3005"|NA|"PAIS VALENCIANO, 19"|NA|"03201"|"ELCHE"|"ALICANTE"|38.267012|-0.700581|0|0|0|0|0|1|1|0.65|0
"11907"|0|"3005"|NA|"Maestro Giner, 2"|NA|"03201"|"ELCHE"|"ALICANTE"|38.2584671|-0.7375966|0|0|0|0|0|1|1|0.65|0
"11908"|0|"3005"|NA|"Av Alcalde Ramón Pastor, 2"|NA|"03204"|"ELCHE"|"ALICANTE"|38.259117|-0.703405|0|0|0|0|0|1|1|0.65|0
"11909"|0|"3005"|NA|"CALDERON DE LA BARCA,11"|NA|"03300"|"ORIHUELA"|"ALICANTE"|38.083782|-0.944964|0|0|0|0|0|1|1|0.65|0
"11910"|0|"3005"|NA|"SANTO DOMINGO, 6"|NA|"03300"|"ORIHUELA"|"ALICANTE"|38.088346|-0.940325|0|0|0|0|0|1|1|0.65|0
"11911"|0|"3005"|NA|"TEODOMIRO, 20"|NA|"03300"|"ORIHUELA"|"ALICANTE"|38.081041|-0.945439|0|0|0|0|0|1|1|0.65|0
"11912"|0|"3005"|NA|"DOCTOR SARGET, 29"|NA|"03300"|"ORIHUELA"|"ALICANTE"|38.086039|-0.945923|0|0|0|0|0|1|1|0.65|0
"11913"|0|"3005"|NA|"DE ENMEDIO,0"|NA|"03300"|"ORIHUELA"|"ALICANTE"|38.095773|-0.970043|0|0|0|0|0|1|1|0.65|0
"11914"|0|"3005"|NA|"Obispo Victorio Oliver,2"|NA|"03300"|"ORIHUELA"|"ALICANTE"|38.085553|-0.948005|0|0|0|0|0|1|1|0.65|0
"11915"|0|"3005"|NA|"TORMO DE HARO, 0"|NA|"03300"|"ORIHUELA"|"ALICANTE"|38.081334|-0.951533|0|0|0|0|0|1|1|0.65|0
"11916"|0|"3005"|NA|"Bigastro,1"|NA|"03300"|"ORIHUELA"|"ALICANTE"|38.085553|-0.948005|0|0|0|0|0|1|1|0.65|0
"11917"|0|"3005"|NA|"DUQUE DE TAMAMES,34"|NA|"03300"|"ORIHUELA"|"ALICANTE"|38.082053|-0.942625|0|0|0|0|0|1|1|0.65|0
"11918"|0|"3005"|NA|"ANTONIO BALAGUER,4"|NA|"03300"|"ORIHUELA"|"ALICANTE"|38.085553|-0.948005|0|0|0|0|0|1|1|0.65|0
"11919"|0|"3005"|NA|"DE LA IGLESIA, 7"|NA|"03310"|"MOLINS"|"ALICANTE"|38.081661|-0.908462|0|0|0|0|0|1|1|0.65|0
"11920"|0|"3005"|NA|"N-340, ESQUINA LOS CABRERAS, 0"|NA|"03311"|"ORIHUELA"|"ALICANTE"|38.089356|-0.974586|0|0|0|0|0|1|1|0.65|0
"11921"|0|"3005"|NA|"AMALIA ORTUÑO, 13"|NA|"03312"|"ARNEVA"|"ALICANTE"|38.056021|-0.940726|0|0|0|0|0|1|1|0.65|0
"11922"|0|"3005"|NA|"Carretera de Beniel, 3"|NA|"03312"|"DESAMPARADOS"|"ALICANTE"|38.062771|-0.983661|0|0|0|0|0|1|1|0.65|0
"11923"|0|"3005"|NA|"NUEVA, 1"|NA|"03312"|"DESAMPARADOS"|"ALICANTE"|38.086677|-0.944088|0|0|0|0|0|1|1|0.65|0
"11924"|0|"3005"|NA|"JOSE ANTONIO,1"|NA|"03313"|"TORREMENDO"|"ALICANTE"|37.991834|-0.865726|0|0|0|0|0|1|1|0.65|0
"11925"|0|"3005"|NA|"MAYOR, 67"|NA|"03314"|"SAN BARTOLOME"|"ALICANTE"|38.094339|-0.860961|0|0|0|0|0|1|1|0.65|0
"11926"|0|"3005"|NA|"Carretera de Almoradí, 0"|NA|"03314"|"SAN BARTOLOME"|"ALICANTE"|38.095696|-0.861556|0|0|0|0|0|1|1|0.65|0
"11927"|0|"3005"|NA|"MARQUES DE LACY, 31"|NA|"03315"|"LA MURADA"|"ALICANTE"|38.171854|-0.964005|0|0|0|0|0|1|1|0.65|0
"11928"|0|"3005"|NA|"DOCTOR PUCHAES,17"|NA|"03316"|"BENFERRI"|"ALICANTE"|38.142485|-0.961758|0|0|0|0|0|1|1|0.65|0
"11929"|0|"3005"|NA|"Melocotonero,0"|NA|"03319"|"ORIHUELA"|"ALICANTE"|37.902507|-0.838873|0|0|0|0|0|1|1|0.65|0
"11930"|0|"3005"|NA|"SAN VICENTE FERRER,9"|NA|"03330"|"CREVILLENTE"|"ALICANTE"|38.245735|-0.807796|0|0|0|0|0|1|1|0.65|0
"11931"|0|"3005"|NA|"Autopista AP7 Salida 730,730"|NA|"03330"|"CREVILLENTE"|"ALICANTE"|38.247898|-0.807977|0|0|0|0|0|1|1|0.65|0
"11932"|0|"3005"|NA|"DE ESPAÑA, 8"|NA|"03340"|"ALBATERA"|"ALICANTE"|38.178616|-0.868929|0|0|0|0|0|1|1|0.65|0
"11933"|0|"3005"|NA|"JUAN CARLOS I, 11"|NA|"03348"|"GRANJA DE ROCMO.ORA"|"ALICANTE"|38.150691|-0.890644|0|0|0|0|0|1|1|0.65|0
"11934"|0|"3005"|NA|"DEL CARMEN,45"|NA|"03350"|"COX"|"ALICANTE"|38.142972|-0.88826|0|0|0|0|0|1|1|0.65|0
"11935"|0|"3005"|NA|"CONSTITUCION,6"|NA|"03360"|"CALLOSA DE SEGURA"|"ALICANTE"|38.125877|-0.87761|0|0|0|0|0|1|1|0.65|0
"11936"|0|"3005"|NA|"RAMON Y CAJAL, 3"|NA|"03369"|"RAFAL"|"ALICANTE"|38.104625|-0.848778|0|0|0|0|0|1|1|0.65|0
"11937"|0|"3005"|NA|"RAMON Y CAJAL, 9"|NA|"03370"|"REDOVAN"|"ALICANTE"|38.113452|-0.906235|0|0|0|0|0|1|1|0.65|0
"11938"|0|"3005"|NA|"CONSTITUCION,8"|NA|"03380"|"BIGASTRO"|"ALICANTE"|38.062948|-0.895766|0|0|0|0|0|1|1|0.65|0
"11939"|0|"3005"|NA|"DE LOS CAIDOS, 14"|NA|"03390"|"BENEJUZAR"|"ALICANTE"|38.080374|-0.837467|0|0|0|0|0|1|1|0.65|0
"11940"|0|"3005"|NA|"DOCTOR FLEMING,46"|NA|"03560"|"EL CMO.PELLO"|"ALICANTE"|38.428596|-0.399224|0|0|0|0|0|1|1|0.65|0
"11941"|0|"3005"|NA|"CORVERA, 96"|NA|"30002"|"MURCIA"|"MURCIA"|37.975158|-1.129162|0|0|0|0|0|1|1|0.65|0
"11942"|0|"3005"|NA|"MAYOR, 99"|NA|"30006"|"PUENTE TOCINOS"|"MURCIA"|37.994176|-1.100798|0|0|0|0|0|1|1|0.65|0
"11943"|0|"3005"|NA|"ARQUITECTO EMILIO PIÑERO,11"|NA|"30007"|"MURCIA"|"MURCIA"|37.993631|-1.126757|0|0|0|0|0|1|1|0.65|0
"11944"|0|"3005"|NA|"JAIME I, 2"|NA|"30008"|"MURCIA"|"MURCIA"|37.98767|-1.13257|0|0|0|0|0|1|1|0.65|0
"11945"|0|"3005"|NA|"PANTANO DE CMO.ARILLAS,15"|NA|"30009"|"MURCIA"|"MURCIA"|37.994953|-1.137942|0|0|0|0|0|1|1|0.65|0
"11946"|0|"3005"|NA|"SAN JUAN DE LA CRUZ, 4"|NA|"30011"|"MURCIA"|"MURCIA"|37.979151|-1.124045|0|0|0|0|0|1|1|0.65|0
